id,name,publisher_id,country_id,year_began,year_ended,is_surrogate,notes,url
2667,CrossGeneration Comics Germany,5738,54,NULL,NULL,0,NULL,NULL
2668,Amryl Entertainment/Black Canvas Studios,3729,225,2012,NULL,0,"The indicia reads ""published by Amryl Entertainment/Black Canvas Studios.""",NULL
2669,ECC Ediciones,7874,65,2012,NULL,0,NULL,NULL
2670,De Geïllustreerde Pers N.V.,3259,159,1936,NULL,0,NULL,NULL
2671,Ace Tempo Books,382,225,NULL,NULL,0,NULL,NULL
2672,Valiant Entertainment LLC,4052,225,2007,NULL,0,NULL,NULL
2673,Comicstrich e.V.,7906,54,NULL,NULL,0,NULL,NULL
2674,Comicverlag Waigel Weitmann Seidel und Rausch GBR,7840,54,NULL,NULL,0,NULL,NULL
2675,New American Library,282,225,NULL,NULL,0,NULL,NULL
2676,Sword In Stone Productions,549,36,NULL,NULL,0,NULL,NULL
2677,Thorpe & Porter (Sales) Ltd.,3349,75,NULL,NULL,0,NULL,NULL
2678,Strato Publications,3349,75,NULL,NULL,0,Address: 39 Upper Brook Street London W1.,NULL
2679,Arnold Book Company Ltd.,4515,75,NULL,NULL,0,NULL,NULL
2680,Wolfgang Alber,7249,54,NULL,NULL,0,NULL,NULL
2681,Arnold Book Co.,3349,75,NULL,NULL,0,Address: 2 Lower James Street London W1.,NULL
2682,Cross Industries Corporation,198,225,1952,NULL,0,NULL,NULL
2683,Williams,6330,56,NULL,NULL,0,NULL,NULL
2684,Liquid Comics LLC,7347,225,NULL,NULL,0,NULL,http://www.liquidcomics.com/
2685,Egmont American LTD.,5345,173,9999,NULL,0,NULL,http://www.egmont.pl/
2686,Stabenfeldt Inc.,7913,225,NULL,NULL,0,NULL,http://www.stabenfeldt.com/
2687,Top Sellers Ltd.,3349,75,NULL,NULL,0,Addresses:- Top Sellers Ltd. 283 Cricklewood Broadway London.- Top Sellers Ltd. Melton Road Thurmaston Leicester.,NULL
2688,Cosmic Times,7914,225,NULL,NULL,0,NULL,http://www.cosmictimes.net/
2689,M. L. J. Magazines,71,225,1944,1953,0,NULL,NULL
2690,Abenteuer pur,7247,13,2008,NULL,0,NULL,NULL
2691,Marvel Comics,909,225,1997,1997,0,NULL,NULL
2692,Cadence Books Inc.,594,225,1995,NULL,0,NULL,NULL
2693,Humanity Inc.,3653,225,NULL,NULL,0,NULL,NULL
2694,Forlaget Cobolt,7426,56,NULL,NULL,0,NULL,NULL
2695,MVCreations LLC,2686,225,2004,2004,0,NULL,NULL
2696,CG Entertainment,1797,225,2002,2003,0,NULL,NULL
2697,Atlanta Comics and Fantasy Fair Ltd.,5364,225,1981,NULL,0,The corporate entity was created and registered with the state of Georgia in 1981. It is not known when it ceased operations.,NULL
2698,BDerogene / SEEBD,7929,20,NULL,NULL,0,NULL,NULL
2699,Benedikt Taschen Verlag GmbH,994,54,NULL,NULL,0,NULL,NULL
2700,Sugar Co.,7931,54,NULL,NULL,0,NULL,NULL
2701,Bich Trading,7933,54,NULL,NULL,0,NULL,NULL
2702,Rofus Verlag,7928,54,NULL,NULL,0,NULL,NULL
2703,International Presse Magazine Verlag,7927,54,NULL,NULL,0,NULL,NULL
2704,Onward Comics,3179,225,NULL,NULL,0,NULL,NULL
2705,Cartoon Art Productions,2097,75,NULL,NULL,0,NULL,NULL
2706,Röhl Verlagsgesellschaft mbH,7940,54,NULL,NULL,0,NULL,NULL
2707,Heinz Moos Verlag,7939,54,NULL,NULL,0,Verlagssitz: Gräfelfing vor MünchenRedaktionssitz: Zweibrückenstr.1 München,NULL
2708,The Guild Press,126,225,1942,NULL,0,NULL,NULL
2709,Uitgeverij Panda,4433,159,NULL,NULL,0,Adres:Rembrandtlaan 112391 CM Hazerswoude-dorp,NULL
2710,Baily Publishing Co.,6953,225,1946,1946,0,276 West 43rd Street New York 18 N.Y.,NULL
2711,Swappers Quarterly,6953,225,1944,1944,1,Chicago Illinois,NULL
2712,Disney Hachette Presse S.N.C.,3937,72,NULL,NULL,0,NULL,NULL
2713,Skandinavisk Presse A/S,1617,160,NULL,NULL,0,NULL,NULL
2714,Ravette Books Limited,4571,75,NULL,NULL,0,NULL,NULL
2715,George W. Dougherty,2995,225,1946,NULL,0,NULL,NULL
2716,Victory Productions,2520,225,NULL,NULL,0,NULL,NULL
2717,Stenarts Ltd.,7945,54,2010,NULL,0,NULL,NULL
2718,Wingbow Press,7943,225,1971,NULL,0,NULL,NULL
2719,Clarion Books,3933,225,NULL,NULL,0,NULL,NULL
2720,Studio 100,4192,20,NULL,NULL,0,NULL,NULL
2721,Hammer Press,7951,54,NULL,NULL,0,NULL,NULL
2722,Dennis Consumer Division,5877,75,NULL,NULL,0,NULL,NULL
2723,Dennis Publishing Ltd.,5877,75,NULL,NULL,0,30 Cleveland Street London W1P 5EF United Kingdom.,NULL
2725,Within Temptation Entertainment BV,7957,159,NULL,NULL,0,Adresgegevens:1e van der Kunstraat 2862521 AV The Hague/Den Haag,http://www.within-temptation.com
2726,Egmont Fleetway Ltd.,2018,75,2000,2001,0,Egmont Magazines published 2000 AD under license from Rebellion during this time after Rebellion purchased the title.,NULL
2727,Baily Enterprises Inc.,2923,225,1953,1954,0,NULL,NULL
2728,Gaines Publications Inc.,169,225,NULL,NULL,0,NULL,NULL
2729,Street Enterprises,4892,225,NULL,NULL,0,NULL,NULL
2730,Titan Comics,543,75,NULL,NULL,0,NULL,NULL
2731,Titan Magazines,543,75,1995,NULL,0,NULL,http://titanmagazines.com/
2732,Eastern Color Printing Co.,51,225,NULL,NULL,0,NULL,NULL
2734,CFW Enterprises Inc.,3353,225,1988,1989,0,NULL,NULL
2735,Televerkets sentrale informasjonstjeneste,1715,160,NULL,NULL,0,NULL,NULL
2736,Major Magazines Inc.,2583,225,NULL,NULL,0,45 West 45th Street New York N.Y. 10036.,NULL
2737,Tower Press Inc.,7964,225,NULL,NULL,0,25 Garden St. Danvers Mass. 01923.,NULL
2738,Unicorn Comics,6014,225,1988,1990,0,NULL,NULL
2739,Acetylene Comics,3654,225,1997,2002,0,NULL,NULL
2740,Strawberry Jam Comics Inc.,500,36,NULL,NULL,0,NULL,NULL
2741,Northstar Productions,657,225,NULL,NULL,0,NULL,NULL
2742,Amazing Publishing Company,550,225,NULL,NULL,0,NULL,NULL
2743,NL Communications Inc.,4607,225,NULL,NULL,0,635 Madison Ave. New York N.Y. 10022,NULL
2744,Seven Seas Entertainment,5956,225,NULL,NULL,0,NULL,NULL
2745,National Lampoon Inc.,4607,225,1970,NULL,0,635 Madison Ave. New York NY 10022.,NULL
2747,Service Publishing Co.,3512,225,1946,NULL,0,NULL,NULL
2748,M.V. Features Limited,5890,75,NULL,NULL,0,NULL,NULL
2749,Sanoma Media BV,3093,159,2012,2012,0,NULL,NULL
2750,The Print Mint Inc.,374,225,NULL,NULL,0,830 Felger Avenue Berkley Cal. 94710.,NULL
2751,Uitg. Arboris BV,3032,159,1988,1988,0,NULL,NULL
2752,Love Romances Pub. Co. Inc.,70,225,NULL,NULL,0,NULL,NULL
2753,A.T.H.,256,159,NULL,NULL,0,Adresgegevens:Jacobusstraat 16-18RotterdamTelefoon: 135516,NULL
2754,Zitty Verlag GmbH,7971,54,NULL,NULL,0,NULL,NULL
2756,Basement Comics,728,225,NULL,NULL,0,NULL,http://www.basementcomics.com
2757,Playboy,7972,225,1953,NULL,0,919 N. Michigan Ave Chicago Ill. 60611.,NULL
2758,Wonderful Publishing Company Inc.,4021,225,NULL,NULL,0,NULL,NULL
2759,Histronic Publications,7974,225,1975,NULL,0,21 West 26th Street New York NY 10010.,NULL
2760,GC Press LLC,7977,225,2012,NULL,0,NULL,NULL
2761,Vigmostad & Bjørke,6454,160,NULL,NULL,0,NULL,NULL
2762,William E. Pearson,7978,225,1985,1985,0,NULL,NULL
2763,Hemmets Journal A.-B.,357,189,NULL,NULL,0,NULL,NULL
2764,Adultos PPress,7419,177,NULL,NULL,0,NULL,NULL
2765,Wacky Productions Unlimited,7981,225,NULL,NULL,0,NULL,NULL
2766,Dimension Graphics,2094,225,1985,NULL,0,NULL,NULL
2767,Dim-Light Graphics,7292,225,2004,NULL,0,NULL,NULL
2768,Dendros B.V.,3364,159,NULL,NULL,0,NULL,NULL
2769,Jetpack Press,2472,225,2003,NULL,0,NULL,http://www.jetpackpress.com/
2770,Swappers Quarterly and Almanac,6953,225,1945,1945,1,NULL,NULL
2771,Keenspot Entertainment,2471,225,NULL,NULL,0,NULL,NULL
2772,A-Bomb,2471,225,2003,NULL,0,NULL,http://www.keenspot.com/a-bomb/
2773,Myriad Editions,7982,75,NULL,NULL,0,NULL,NULL
2774,Ediperiodici,4562,106,NULL,NULL,0,NULL,NULL
2775,Edifumetto S.p.A.,1078,106,1972,NULL,0,NULL,NULL
2776,Edizione Segi,1078,106,1972,NULL,0,NULL,NULL
2777,Williams Forlag A/S,6330,56,NULL,NULL,0,NULL,NULL
2778,Classics International Inc.,296,159,NULL,NULL,0,Dit is waarschijnlijk niet een daadwerkelijke Nederlandse uitgever maar een copyright van de Amerikaanse uitgever Gilberton.,NULL
2779,Classics International Corp.,296,159,NULL,NULL,0,Dit is waarschijnlijk niet een daadwerkelijk Nederlandse uitgever maar een copyright van de oorspronkelijke Amerikaanse uitgever Gilberton.,NULL
2780,Newsbook Publishing Corporation,77,225,NULL,NULL,0,NULL,NULL
2781,Fall River Press,4027,225,2011,NULL,0,Fall River is a registered trademark of Barnes & Noble and an imprint of Sterling Publishing.  (Info from Archie's Super Comics Digest),NULL
2782,Classic Comics Press,4352,225,NULL,NULL,0,NULL,NULL
2783,Wallaby Books,659,225,NULL,NULL,0,NULL,NULL
2784,T. V. Boardman Ltd.,192,75,NULL,NULL,0,NULL,NULL
2785,Editions for the Armed Services Inc.,1926,225,NULL,NULL,0,NULL,NULL
2786,Metropolis N.V.,8025,159,NULL,NULL,0,NULL,NULL
2787,Dolmen Editorial,4810,65,2001,NULL,0,NULL,NULL
2788,Ramon House Mondadori,8028,65,2005,NULL,0,NULL,NULL
2789,William Foster (Publishers) Ltd.,7995,75,1946,NULL,0,NULL,NULL
2790,Malverne Herald,3402,225,NULL,NULL,0,NULL,NULL
2791,City Magazines Ltd.,4942,75,1961,NULL,0,NULL,NULL
2793,Gauntlet Comics,604,225,NULL,NULL,0,NULL,NULL
2794,Uitgave Bureau Arend,5084,159,NULL,NULL,0,Adresgegevens:Wageningen,NULL
2795,Uitgave Bureau Jeugdblad Arend,5084,159,NULL,NULL,0,Adresgegevens:Wageningen,NULL
2797,Martin & Reid Ltd.,3099,75,1944,1949,0,NULL,NULL
2798,Éditions du Lombard (Dargaud-Lombard s.a.),4508,20,NULL,NULL,0,NULL,NULL
2799,Publistrip,8052,106,NULL,NULL,0,NULL,NULL
2800,Edition Segi,1078,106,1971,1972,0,NULL,NULL
2801,Furio Viano Editore s.r.l.,8053,106,NULL,NULL,0,NULL,NULL
2802,Paradox Press,54,225,1995,2004,0,NULL,NULL
2803,Editions Audie,5161,72,1975,NULL,0,NULL,http://www.fluideglacial.tm.fr/pages/flu-con.htm
2804,Hotspur Publishing Co.,7357,75,NULL,NULL,0,NULL,NULL
2805,Flying Turtle Entertainment,8061,225,2002,2002,0,NULL,NULL
2806,Atlantic BD,8081,72,2011,NULL,0,NULL,NULL
2807,Sports Cartoons,1979,75,NULL,NULL,0,Exact wording might be slightly different.,NULL
2808,Erasmus Universiteit Rotterdam,8089,159,NULL,NULL,0,NULL,NULL
2809,Humbug Publishing Co. Inc.,2513,225,1957,1958,0,NULL,NULL
2810,Editions Au diable vauvert,8087,72,2000,NULL,0,NULL,NULL
2811,The Topps Company Inc.,717,225,1997,NULL,0,One Whitehall Street New York NY 10004.,NULL
2812,Padmini Mirchandani,6078,101,2005,NULL,0,"Issue 509 of Tinkle states ""Published by Padmini Mirchandani for India Book House PVT. Ltd."".",NULL
2813,Vortex Comics Incorporated [US],483,225,1991,1993,0,For NASCAR comics published out of Charlotte NC.Address in 1993 in Sanborn. NY.,NULL
2814,Les Éditions Héritage Inc.,2195,36,NULL,NULL,0,NULL,NULL
2816,Southdown Press Pty. Ltd.,7820,14,NULL,NULL,0,NULL,NULL
2817,Alexander Moring Ltd.,7252,75,NULL,NULL,0,NULL,NULL
2818,Donald F. Peters Ltd.,3587,75,NULL,NULL,0,Address:20-24 Aylesbury EndBeaconsfield,NULL
2819,Westworld Publications Ltd.,4275,75,NULL,NULL,0,NULL,NULL
2820,Williams Publishing Ltd.,3535,75,NULL,NULL,0,NULL,NULL
2821,Dragon's Dream Ltd.,343,159,NULL,NULL,0,NULL,NULL
2822,Williams Publishing Ltd.,3535,75,NULL,NULL,0,NULL,NULL
2823,Portman Distribution Ltd.,4591,75,NULL,NULL,0,NULL,NULL
2824,Holco Publications BV,4061,159,NULL,NULL,0,NULL,NULL
2825,Phonogram B.V.,4786,159,NULL,NULL,0,NULL,NULL
2826,Aleta Ediciones; Dolmen Editorial,4873,65,2009,NULL,0,NULL,NULL
2827,Aleta Ediciones,4873,65,1996,NULL,0,NULL,NULL
2829,A.M.B.D.,6236,72,1985,1987,0,NULL,NULL
2830,Edition des Savanes,8123,72,1983,1984,0,NULL,NULL
2831,The Comics Journal Inc,445,225,1986,1987,0,NULL,NULL
2832,Beaverbrook Newspapers Limited,4422,75,NULL,NULL,0,NULL,NULL
2833,Lorne-Harvey Publications Inc.,590,225,NULL,NULL,0,NULL,NULL
2834,John Spencer & Co. Ltd.,4569,75,NULL,NULL,0,NULL,NULL
2835,Tricho,2022,14,1958,1967,0,NULL,NULL
2836,American Physical Society,8150,225,NULL,NULL,0,NULL,http://aps.org/
2837,Ape Entertainment LLC,3450,225,2012,NULL,0,NULL,NULL
2838,Mehmet K. Benli,3274,216,1968,NULL,0,NULL,NULL
2839,Apache Comics Pty. Ltd.,7567,14,1955,1966,0,NULL,NULL
2840,London Editions Limited,2018,75,1982,1990,0,Dates are from a Disney website.,NULL
2841,Malibu Graphics Publishing Group,613,225,1991,1992,0,NULL,NULL
2842,International Publications Ltd.,3101,75,NULL,NULL,0,NULL,NULL
2843,Knight Press,777,225,1994,1997,0,NULL,NULL
2844,Jupiter Books (London) Limited,8164,75,NULL,NULL,0,NULL,NULL
2846,éditions ANGE,8181,72,2006,NULL,0,NULL,NULL
2847,H. G. Mirchandani,6078,101,NULL,NULL,0,Used at least during 1983.  India Book House is listed only as the distributor at this time.,NULL
2848,Bud Plant Inc.,2706,225,NULL,NULL,0,P.O. Box 1886 Grass Valley Calif. 96945.,NULL
2849,General Comics Inc.,4211,225,NULL,NULL,0,NULL,NULL
2850,Micron Publications Ltd.,4828,75,NULL,NULL,0,Address:49 Brighton RoadRedhill Surrey,NULL
2851,Asuka Editions,8184,72,NULL,NULL,0,NULL,NULL
2852,Geisha Editions,7600,72,NULL,NULL,0,NULL,NULL
2853,Capp Enterprises Inc.,8183,225,NULL,NULL,0,NULL,NULL
2854,Epsilon Uitgaven,8199,159,NULL,NULL,0,NULL,NULL
2855,Welsh Publishing Group Inc.,3221,225,NULL,NULL,0,300 Madison Avenue New York N.Y. 10017,NULL
2856,Page One Publishers & Bookworks Inc.,5811,225,NULL,NULL,0,NULL,NULL
2857,Editions du Lombard,4508,20,NULL,NULL,0,NULL,NULL
2858,R. Susor Publications,5707,225,NULL,NULL,0,NULL,NULL
2859,The Morning Star Press Ltd.,8216,225,1976,NULL,0,P.O. Box 6011 Leawood Kan. 66206.,NULL
2860,Marvel Comics Italia,778,106,NULL,NULL,0,NULL,NULL
2861,October Comics,3172,225,NULL,NULL,0,NULL,NULL
2862,Amar Chitra Katha Pvt Ltd.,7141,101,NULL,NULL,0,NULL,NULL
2863,Kai Møller,8163,160,NULL,NULL,0,NULL,NULL
2864,Lado Comics,8111,160,NULL,NULL,0,NULL,NULL
2865,Grand Canyon Association,8218,225,1995,2000,0,NULL,http://www.grandcanyon.org/
2866,Yonderbook Corp.,8227,225,NULL,2012,0,NULL,Http://www.yonderbook.com
2867,Whitman Publishing Co. Inc.,286,225,1938,1943,0,NULL,NULL
2868,Golden Press Inc.,286,225,1958,NULL,0,Golden Press was originally a joint venture of Western and Pocket Books with Western creating and manufacturing the items and Pocket handling the promotion and distribution.  Western bought out Pocket's interest in Golden in 1964.,NULL
2870,Roberts Johnson & Rand,2353,225,1950,1950,0,Full indicia publisher name: Roberts Johnson & Rand Division of International Shoe Co.,NULL
2871,Uitgeverij Winket b.v.,5087,159,NULL,NULL,0,NULL,NULL
2872,Gibbs Smith,8238,225,NULL,NULL,0,NULL,NULL
2873,Dancing Elephant Press,1007,75,NULL,NULL,0,Address:207 Marlcliffe RoadSheffield S6 4AHEngland,NULL
2874,Leaf Brands,717,225,1960,NULL,0,NULL,NULL
2875,Hobbit B.V.,4061,159,NULL,NULL,0,NULL,NULL
2876,Komika Förlag,3328,189,NULL,2010,0,NULL,NULL
2877,Dark Fantasy Productions,2492,225,1994,1996,0,NULL,NULL
2878,Axis Comics Inc.,2829,225,1994,1994,0,NULL,NULL
2879,Rebel Studios,754,225,NULL,NULL,0,Address:4716 Judy CourtSacramento CA 95841,NULL
2880,Steven's Stories,7219,20,NULL,NULL,0,NULL,NULL
2881,Boardman Books,3162,225,NULL,NULL,0,NULL,NULL
2882,Çizgi Yayınları,3277,216,NULL,NULL,0,NULL,NULL
2883,L. B. Fischer Publishing Corp.,84,225,1946,NULL,0,NULL,NULL
2884,Godiva Graphics,8254,225,1995,1995,0,NULL,NULL
2885,Sunset Strips Publishing Inc.,4816,225,1999,1999,0,NULL,NULL
2886,Davdez Arts Inc.,3096,225,1997,1998,0,NULL,NULL
2887,High-Top and Brinke Stevens,6085,225,NULL,NULL,0,NULL,NULL
2888,Draculina Publishing,3213,225,NULL,NULL,0,NULL,NULL
2889,Real Comics Ltd,2593,75,1995,1995,0,Address:P.O.Box 76ChessingtonKT9 1YU England,NULL
2890,Blackout Comics Inc.,2114,225,NULL,NULL,0,Address:5 Hwy 33Freehold NJ 07728,NULL
2891,Funcore Comics,8257,225,2004,2005,0,Address:130 ThelkaSan Antonio Texas 78214,NULL
2892,Tusk Entertainment,6093,225,2001,2001,0,Address:P.O.Box 235Califon NJ 07830,NULL
2893,Raging Rhino Productions Inc.,2789,225,1992,1993,0,NULL,NULL
2894,Tome Press,604,225,1991,NULL,0,Address:621-B S. Main StreetPlymouth Michigan 48170.,NULL
2895,Studio G,4053,225,NULL,NULL,0,Address:2295 Marvel AvenueSimi Valley CA 93065.,NULL
2896,Amazing Comics Group,2449,225,1997,1997,0,Address:P.O.Box 591Shepherd MI 48883,NULL
2897,One Shot Press,2757,225,NULL,NULL,0,NULL,NULL
2898,Enjeti Comics,8259,225,2002,2002,0,NULL,NULL
2899,Red Menace Comics,8258,225,NULL,NULL,0,Address:222 Route 9W Suite 1255Haverstraw NY 10927.,NULL
2900,Blink Comics,8260,225,NULL,NULL,0,Address:P.O.Box 1022Troy MI 48099.,NULL
2901,Dramenon Studios,6697,225,NULL,NULL,0,Address:P.O.Box 77086Baton Rouge Louisiana 70879.,NULL
2902,Stewart Tabori & Chang,8215,225,NULL,NULL,0,A division of U. S. Media Holdings Inc. 575 Broadway New York NY 10012.,NULL
2903,Almanakkforlaget,5044,160,NULL,NULL,0,NULL,NULL
2904,Het Stripschap,8256,159,NULL,NULL,0,NULL,NULL
2905,Escape Velocity Press,3010,225,NULL,NULL,0,Address:750 Sylvan #38Mountain View CA 94041.,NULL
2906,Q Comics Inc.,2497,225,1999,1999,0,NULL,NULL
2907,Regal Publications,7713,14,1958,1963,0,Circumstantial evidence points to Regal Publications as part of the Magazine Management group. The address for Regal Publications (81-83 Walker Street North Sydney) was used by Magazine Management in the 1960s. The publisher reprinted Charlton and Quality stories which were reprinted by other indicia publishers associated with Magazine Management. The comics include advertisements for magazines by Transpacific Publications another part of the Magazine Management group.,NULL
2908,The Amalgamated Press Ltd.,4578,75,1901,1959,0,Dating is based on reported beginning and end dates for Amalgamated Press. This indicia publisher might not have been used for the full period.,NULL
2909,RCS Libri S.p.A.,3166,106,NULL,NULL,0,NULL,NULL
2910,LM Basın Yayın Ltd. Şti.,8265,216,NULL,NULL,0,NULL,NULL
2911,Bradford Displays Pty. Ltd.,7488,14,1955,1955,0,There is no information about this publisher. The years of activity are the estimated date of the only known issue that lists this indicia publisher (Super Western Comic #2).,NULL
2912,Ediciones B,4802,65,NULL,NULL,0,NULL,http://www.edicionesb.com/
2913,Ken Crossen,149,225,1946,1946,0,NULL,NULL
2915,Super Publications Ltd.,3107,36,NULL,NULL,0,NULL,NULL
2916,Runepress,6387,56,NULL,NULL,0,NULL,NULL
2917,Funnibook,2097,75,1946,1946,0,Exact connection between Cartoon Art and Funnibook needs to be determined.,NULL
2918,AR Çizgi Roman Kulübü,3278,216,1980,NULL,0,NULL,NULL
2919,TTM Editions,8273,72,1983,NULL,0,NULL,http://www.beauxartsmagazine.com/ours.htm
2920,Blue Diamond Publishing Co.,2022,14,1953,1957,0,Dating is uncertain using estimated dates for known series with Diamond Publishing listed.,NULL
2921,Better Publications of Canada Ltd.,8289,36,1947,1959,0,NULL,NULL
2922,Amp Comics,8267,225,1999,2002,0,NULL,http://www.ampcomics.com
2923,Revival Fires International,8290,225,1999,NULL,0,NULL,NULL
2924,Merkur forlag,5049,160,NULL,NULL,0,NULL,NULL
2925,Williams Förlag,379,189,NULL,NULL,0,NULL,NULL
2926,Rabén & Sjögren Bokförlag,1062,189,NULL,NULL,0,NULL,NULL
2927,Pocket BD,8293,72,1989,NULL,0,NULL,NULL
2929,Magasinforlaget ANS,5145,160,NULL,NULL,0,NULL,NULL
2930,N.V. De Vlijt,5093,20,NULL,NULL,0,NULL,NULL
2931,Condor Verlag GmbH & Co.,3044,54,NULL,NULL,0,NULL,NULL
2932,Bantam Books,2216,225,1999,NULL,0,full name is Bantam Books an imprint of the Random House Publishing Group.,NULL
2933,Crucidel Productions LLC,8255,225,2011,NULL,0,NULL,http://www.crucidel.com
2934,rotopolpress,8299,54,2008,NULL,0,NULL,http://www.rotopolpress.de/
2935,Independent Comics Group,2518,225,1985,1988,0,NULL,NULL
2936,Legendary Comics,7626,225,2011,NULL,0,NULL,NULL
2937,Dreaming City Comics,8261,225,NULL,NULL,0,Address:2617 Columbia PikeArlington VA 22204.,NULL
2938,Eide Forlag,1703,160,NULL,NULL,0,NULL,NULL
2939,Owlkids,8302,36,NULL,NULL,0,NULL,NULL
2940,Black Swan Press,6575,225,NULL,NULL,0,Black Swan Press 167 El Camino Real East Mountain View CA 94040.,NULL
2941,Commando Publishing,5040,160,NULL,NULL,0,NULL,NULL
2942,Solstrand Tekst og Bobler,3170,160,NULL,NULL,0,NULL,NULL
2943,Nobrow Ltd.,7942,75,2008,NULL,0,NULL,NULL
2944,Bittersweet Press,8304,225,1998,NULL,0,Bittersweet Press 12536 East Jefferson Mishawaka IN 46545.,NULL
2945,Miljøstiftelsen Bellona,1685,160,NULL,NULL,0,NULL,NULL
2946,Dreyers forlag,1567,160,1960,1960,0,NULL,NULL
2947,Wydawnictwo Egmont Polska Sp. z o.o.,5345,173,1990,NULL,0,NULL,NULL
2948,Wydawnictwo POST,8295,173,2001,NULL,0,NULL,NULL
2949,Wydawnictwo Amber Polska Sp. z o.o.,8305,173,2001,NULL,0,NULL,NULL
2950,Wydawnictwo Mandragora.,8242,173,2001,2008,0,NULL,NULL
2951,Mandragora Sp. z o.o.,8242,173,2001,2008,0,NULL,NULL
2952,Bruce Webster,553,225,1987,1987,0,Bruce Webster 426 N.W. 20th. St. Oklahoma City OK 73103.,NULL
2953,Gilberton World-Wide Publications Inc.,113,225,1958,1961,0,NULL,NULL
2954,Meanwhile Studios Inc.,5381,36,2001,NULL,0,NULL,http://www.meanwhilestudios.com
2955,Jubilee Publications Pty. Ltd.,7713,14,1955,1979,0,Jubilee Publications is linked to Magazine Management Co. Pty. Ltd. successor to Ayers & James from the early 1950s onward. The nature of the relationship is unknown and it could be an acquisition operating division alternative name or surrogate company. Key links are a shared address (149 Castlereagh Street Sydney) similar comic style/format and use of Jayar Studios.,NULL
2956,Junior Readers' Press,7713,14,1956,1971,0,"Junior Readers' Press is associated with Ayers & James successor or parent company Magazine Management (MM). MM established a 'Committee of Parents' to respond to censorship attacks in the mid-1950s and this publisher used the ""Parent Approved"" logo. Some comics also include an ""ACE"" logo that periodically appeared across the MM group. Junior Readers' Press continued a title previously published by Approved Publications a member of the MM group. Like other MM publishers it reprinted Dell and Gold Key comics. ""Magazine Management"" didn't appear on any comics but was used on magazines published in Australia. (Magazine Management is not the Marvel company of the same name.)",NULL
2957,The Red Circle Press,7713,14,1951,1958,0,NULL,NULL
2958,Jubilee Publications,7713,14,1952,1979,0,Jubilee Publications is linked to Magazine Management Co. Pty. Ltd. successor to Ayers & James from the early 1950s onward. The nature of the relationship is unknown and it could be an acquisition operating division alternative name or surrogate company. Key links are a shared address (149 Castlereagh Street Sydney) similar comic style/format and use of Jayar Studios.,NULL
2959,South Pacific Publications Limited; Jubilee Publications,7713,14,1973,1979,0,"Indicia on these comics typically reads ""Co-published by South Pacific Publications Limited Hong Kong Philippines and Jubilee Publications Australia.""",NULL
2960,J. R. Press,7713,14,1955,1960,0,NULL,NULL
2962,Bruce-Royal Publishing Corporation,8314,225,1963,1966,0,Derby Conn. publisher.,NULL
2963,Diábolo Ediciones,8315,65,2006,NULL,0,NULL,NULL
2964,Thorpe & Porter Ltd.,3349,75,NULL,NULL,0,Address:39 Upper Brook StreetLondon W.1.,NULL
2965,East Willis Productions,8322,225,1999,NULL,0,East Willis Productions no address given. (May be company name for Mike Kazeleh Deland Fla. 32720),NULL
2966,Brookwood Publishing Company Inc.,8319,225,1939,1940,0,381 Fourth AVe New York NY,NULL
2967,Wydawnictwo MOTOPOL - TWÓJ KOMIKS Sp. z o.o.,8321,173,2001,2004,0,NULL,NULL
2968,Wydawnictwo Taurus Media,8323,173,2005,NULL,0,NULL,NULL
2969,kultura gniewu,8320,173,2000,NULL,0,NULL,NULL
2970,Ediciones y Publicaciones de Colombia Ltda.,5369,46,NULL,NULL,0,NULL,NULL
2971,Spotlight Comics Inc.,540,225,1986,1987,0,Spotlight Comics Inc. 146 Grandview Ave Third Floor Waterbury Conn. 06708.,NULL
2972,Spotlight Comics,540,225,1986,NULL,0,Spotlight Comics 15 Taylor Road [Bethel Conn.] 06801,NULL
2973,Animated Comics Enterprises Inc.,548,225,1986,NULL,0,Animated Comics Enterprises Inc. P.O. Box 354 Bethany Okla. 73008.,NULL
2974,Uitgeverij Oranje,4002,20,NULL,NULL,0,Adresgegevens:Vlasstraat 178710 Wielsbeke,NULL
2975,Special Edition Reprints,2152,225,1974,NULL,0,Special Edition Reprints RR #1 Box 297 East Moline Ill. 61244.,NULL
2976,Saga Uitgaven,7050,20,NULL,NULL,0,Adresgegevens:Berkenhagestraat 778210 Zedelgem,NULL
2977,Uitgeverij de Spiegel,8326,20,1986,1988,0,NULL,NULL
2978,ACE Comics Inc.,548,225,1987,NULL,0,ACE Comics Inc. P.O. Box 354 Bethany Okla. 73008.,NULL
2979,X.L. Publishing Co. Inc.,2183,225,1951,1951,0,NULL,NULL
2980,Uitgeverij Talent b.v.b.a.,4002,20,NULL,NULL,0,Adresgegevens:Kapellelaan 88660 De PanneGentsesteenweg 648500 Kortrijkhttp://www.talentstrips.be,NULL
2981,Standaard Uitgeverij / WPG Uitgevers België nv,4004,20,2011,NULL,0,Adresgegevens:Mechelsesteenweg 2032018 Antwerpen,http://www.standaarduitgeverij.be/
2982,Narwain Publishing,3622,225,NULL,NULL,0,NULL,NULL
