story_id,character_id
1925,11453
1927,17277
1927,27304
1927,3027
1927,8029
1930,4893
1930,16336
1930,19347
1931,29726
1931,18359
1931,8580
1931,6848
1933,10403
1933,29648
1941,34771
1941,23906
1941,19650
1941,30432
1941,15960
1941,35061
1941,7468
1941,3441
1945,25745
1945,1338
1945,6790
1947,12351
1956,16926
1956,32857
2005,28720
2008,5703
2008,22558
2008,22264
2021,9161
2021,24562
2057,15264
2057,5797
2057,18444
2057,17855
2057,14946
2057,9300
2057,26548
2057,8036
2057,15076
2057,17646
2057,15937
2057,5270
2071,34939
2071,16938
2071,8609
2105,6467
2105,27467
2106,29388
2106,24415
2106,24531
2107,34624
2108,14027
2108,7862
2108,7795
2108,23814
2110,7838
2110,25885
2110,16970
2110,2467
2111,2073
2111,9853
2111,13590
2112,21261
2113,24475
2113,19561
2113,3872
2113,32156
2114,24105
2114,23648
2116,26484
2116,1677
2116,36484
2117,13954
2118,3297
2118,2879
2122,7733
2122,20047
2122,17694
2122,4060
2123,9182
2123,14089
2123,28859
2124,28898
2124,6042
2124,24561
2125,24885
2125,30557
2125,3562
2125,18217
2127,23632
2127,5652
2128,17804
2128,4107
2128,28885
2129,12657
2130,29504
2130,14755
2130,18075
2131,5833
2131,26084
2132,4626
2134,3255
2134,25693
2134,10001
2135,3141
2135,10579
2158,32799
2265,5071
2265,10726
2265,12364
2265,30066
2265,22581
2265,14176
2274,2095
2300,3027
2302,7869
2305,26035
2305,13390
2306,27414
2309,26201
2311,20001
2311,23821
2311,15757
2312,25688
2312,15757
2313,29653
2317,26779
2327,29726
2485,6386
2485,6446
2485,27467
2486,24531
2486,31887
2486,29399
2487,34624
2488,14027
2488,7862
2488,7795
2488,23814
2489,5181
2489,10514
2489,34086
2490,7838
2490,25885
2490,16970
2490,2467
2491,17400
2491,2073
2492,5652
2494,29399
2495,22806
2495,911
2495,34490
2496,9182
2496,14089
2497,27334
2498,14556
2498,7733
2498,34248
2500,24475
2500,19561
2500,14676
2500,32156
2501,24105
2501,23648
2502,24885
2502,3562
2502,18217
2503,30785
2503,7366
2504,6757
2505,4107
2505,17927
2506,31793
2506,26484
2506,1677
2507,4626
2507,13065
2507,16094
2509,14755
2509,18075
2510,31784
2510,27491
2511,3255
2511,4150
2511,9078
2511,17461
2511,30441
2512,5339
2512,10579
2515,4672
2515,15521
2515,33456
2515,14226
2517,12088
2517,3027
2517,18744
2519,4338
2519,16336
2519,7870
2519,19347
2520,29726
2520,7429
2520,8580
2520,6848
2522,27465
2522,26035
2529,16488
2529,14737
2529,10503
2529,1038
2530,15795
2530,27334
2530,16305
2530,22568
2530,29653
2531,14663
2534,1645
2534,34436
2534,15018
2534,26221
2534,10612
2540,16323
2540,33051
2540,13421
2541,32360
2541,29648
2710,6474
2710,6446
2710,25014
2710,27467
2711,24531
2711,31887
2711,29399
2712,34624
2713,14027
2713,7862
2713,7795
2713,23814
2714,5181
2714,10514
2714,30644
2715,7838
2715,25885
2715,16970
2715,2467
2716,24136
2717,17403
2717,2073
2717,9853
2718,33114
2718,34947
2718,32156
2718,24475
2718,3875
2719,24105
2719,23648
2721,16129
2721,31291
2721,3562
2721,18217
2722,6757
2722,20284
2724,7733
2724,22090
2724,34248
2725,36197
2725,7366
2726,18628
2726,911
2726,34490
2727,9182
2727,14089
2728,3297
2728,2879
2728,6735
2728,6599
2729,27414
2730,3255
2730,14089
2730,10001
2730,17461
2730,4150
2730,28333
2731,17804
2731,10156
2731,34380
2731,19884
2732,7631
2732,10038
2732,4626
2732,16094
2733,26484
2733,31802
2733,1677
2734,33450
2735,4561
2735,14529
2736,13262
2737,6168
2737,31782
2737,7963
2737,31783
2737,27490
2742,3027
2744,26869
2744,19347
2744,16337
2745,7476
2745,6848
2746,16828
2747,27465
2747,9409
2755,16488
2755,14737
2755,10503
2756,7350
2756,4682
2756,22568
2756,29653
2757,33051
2757,7962
2757,13421
2757,26421
2757,34456
2757,23803
2764,1645
2764,26221
2764,10612
2766,29648
2860,30441
2860,1274
2860,27723
2860,5974
2902,24370
2902,29252
2903,17233
2903,17232
2903,15521
2903,4477
2903,14226
2904,34481
2905,9588
2905,179
2905,756
2907,15672
2908,24750
2908,29388
2908,28742
2908,29889
2909,16884
2909,2684
2911,34473
2911,14998
2911,4114
2911,27043
2918,7545
2921,16525
2921,5762
2922,36071
2922,21081
2922,21385
2922,4790
2922,21323
2922,32987
2922,13613
2922,20437
2924,13956
2924,14876
2924,19154
2926,949
2926,6669
2926,20404
2926,21188
2927,9879
2927,7485
2928,34278
2928,34279
2928,21588
2929,1274
2929,27304
2929,15079
2930,23739
2930,12922
2931,18262
2931,5370
2932,29810
2937,6386
2937,25014
2937,27467
2938,33999
2938,24531
2938,31887
2938,29399
2939,34624
2939,34278
2939,29278
2940,14027
2940,7862
2940,7795
2940,23814
2941,30644
2941,13779
2941,26254
2941,10514
2942,7838
2942,25885
2942,2467
2943,33450
2944,17403
2944,2073
2944,9853
2945,24475
2945,19561
2945,6870
2945,14676
2945,19536
2946,24105
2946,23648
2947,33242
2947,24136
2947,5671
2947,17242
2948,22481
2948,19105
2948,9182
2948,14089
2948,28862
2949,12943
2949,24885
2949,3562
2950,1590
2950,1424
2950,6757
2950,7131
2950,24741
2952,32736
2952,13938
2953,12222
2955,7733
2955,22090
2955,34247
2956,4635
2956,4837
2956,7366
2957,911
2957,26985
2957,34490
2958,3255
2958,26259
2958,28333
2959,17804
2959,15647
2959,22909
2959,34380
2959,32713
2960,27599
2960,10038
2960,4626
2960,13065
2960,28885
2961,26484
2961,25601
2961,4389
2961,31793
2961,1677
2961,14984
2962,11732
2962,14528
2962,4561
2963,13262
2964,3297
2964,2879
2964,885
2965,31782
2965,6164
2965,27490
2968,4672
2968,15521
2968,33456
2968,14226
2971,24484
2971,16336
2971,4806
2971,19347
2972,7429
2972,36687
2972,6848
2974,33215
2974,7062
2974,2123
2982,27334
2982,7350
2982,4682
2982,16305
2982,22568
2982,29653
2984,17277
2984,27304
2984,3027
2984,18744
2985,7988
2985,22523
2985,33051
2985,16318
2985,13418
2986,16488
2986,14737
2989,26035
2992,28601
2992,26221
2992,10612
2992,34436
2992,17142
2992,4616
2995,29648
2995,14412
2995,26075
3000,22523
3000,19877
3000,12436
3000,104
3000,32692
3000,23906
3000,19650
3000,45
3000,15960
3000,5432
3000,7468
3056,2316
3056,9499
3056,3686
3081,32286
3082,4589
3083,34566
3083,4580
3087,3423
3087,2813
3097,6897
3097,13735
3097,20325
3097,20424
3111,7258
3128,911
3128,34490
3129,3297
3129,2879
3130,14027
3130,7862
3130,7795
3130,23814
3131,27467
3132,2073
3132,9853
3132,13590
3134,24105
3134,23648
3135,24475
3135,19561
3135,6870
3135,14676
3135,19536
3136,7838
3136,16970
3136,2467
3137,26484
3137,25601
3137,4389
3137,31793
3137,1677
3137,14984
3138,17804
3139,36197
3139,7366
3140,3562
3141,24531
3141,24414
3141,29388
3142,4626
3143,3255
3144,9182
3144,14089
3145,7733
3156,19002
3194,2316
3194,9499
3194,3686
3280,23131
3283,12723
3284,12369
3287,33714
3287,3901
3287,4558
3287,1034
3289,1022
3289,5771
3290,7482
3298,25939
3303,15138
3303,16837
3312,23506
3314,27398
3314,4273
3326,11053
3381,911
3381,17691
3381,18628
3381,34490
3382,3297
3382,2879
3383,14027
3383,7862
3383,7795
3383,23814
3384,18193
3384,27467
3385,17403
3385,2073
3385,9853
3387,24105
3387,23648
3389,7838
3389,25885
3389,16970
3389,17337
3389,2467
3391,3025
3391,4837
3391,4635
3391,7957
3391,7366
3392,24885
3392,12617
3392,3562
3393,24531
3393,31887
3393,29399
3396,19105
3396,9182
3396,14089
3396,28862
3396,7114
3397,34941
3397,7733
3397,16938
3400,27490
3401,7131
3401,24741
3401,1424
3401,6757
3401,1590
3402,24054
3402,14528
3402,4561
3405,32736
3405,13938
3407,20830
3407,12964
3407,27555
3407,19377
3413,16336
3413,7864
3413,19347
3413,26869
3413,18122
3413,8990
3416,24109
3416,7062
3416,33215
3416,2123
3416,9957
3420,16488
3420,14737
3420,10503
3420,20816
3424,12307
3426,22523
3426,33051
3426,16318
3426,13418
3427,14808
3427,17277
3427,27304
3427,3027
3427,18744
3429,5866
3430,25303
3430,29653
3436,212
3436,29648
3436,14412
3436,26075
3489,29388
3489,24750
3489,28742
3492,4477
3492,14226
3492,15521
3497,24370
3497,29192
3504,30832
3504,139
3508,30831
3509,30831
3510,5594
3510,29572
3510,16923
3510,26081
3510,7998
3510,15036
3511,7455
3512,32741
3513,26288
3514,32035
3515,14834
3516,26177
3525,10234
3525,2123
3525,33214
3537,3027
3538,26259
3539,7350
3541,2319
3541,26035
3562,27506
3563,18193
3563,27467
3564,24531
3564,31887
3564,29399
3565,7131
3565,24741
3565,1424
3565,6757
3565,1590
3566,34941
3566,7733
3566,16938
3567,4626
3567,33366
3567,4396
3567,3859
3569,24136
3570,24105
3570,23648
3571,3025
3571,4837
3571,4635
3571,7957
3571,7366
3572,17403
3572,2073
3572,9853
3573,20830
3573,12964
3573,27555
3573,19377
3574,32736
3574,12401
3574,13938
3575,19105
3575,9182
3575,14089
3575,28862
3575,7114
3576,24885
3576,12617
3576,3562
3577,12732
3577,1213
3578,17967
3578,3875
3579,3255
3579,27599
3579,25693
3580,911
3580,17691
3580,18628
3580,34490
3581,27414
3582,14027
3582,7862
3582,7795
3582,23814
3583,3297
3583,2879
3583,23724
3583,12222
3584,34176
3584,17804
3584,22909
3584,34680
3585,7838
3585,25885
3585,16970
3585,17337
3585,2467
3586,34624
3587,24054
3587,36558
3587,14528
3587,4561
3588,13262
3589,27490
3592,31884
3592,14226
3592,4672
3592,14638
3592,15521
3592,33456
3593,33747
3593,23436
3599,17277
3599,27317
3599,28143
3599,18733
3601,16488
3601,14738
3601,20938
3603,17562
3603,15000
3603,5425
3603,18923
3603,33557
3603,13075
3603,13171
3605,18889
3605,34835
3606,22523
3606,7962
3606,3281
3606,26345
3606,16318
3606,7889
3606,23803
3606,13418
3608,29906
3608,12466
3608,13781
3608,26712
3609,21231
3609,33219
3609,4498
3609,6848
3611,27334
3611,7350
3611,25304
3611,16305
3611,22568
3611,29653
3613,27465
3613,2319
3613,9409
3615,29648
3615,22826
3615,26052
3618,34622
3619,5347
3619,28139
3619,13735
3619,12556
3619,28180
3619,6897
3619,20327
3620,22558
3620,14499
3621,5708
3622,3423
3622,13171
3622,23577
3674,1230
3739,14585
3739,13347
3739,28725
3743,25880
3743,3878
3743,1034
3745,6899
3745,7482
3745,6156
3746,32397
3746,23949
3746,16659
3746,728
3749,27724
3776,27563
3786,35634
3801,85
3801,139
3801,30831
3807,5205
3807,1847
3807,2467
3807,35098
3807,15036
3809,30831
3814,25307
3814,7455
3815,32636
3815,29168
3816,10863
3816,32636
3816,9066
3816,29168
3816,9067
3817,7468
3817,15946
3818,17869
3818,20309
3818,23906
3818,15960
3818,7468
3818,1588
3828,29399
3830,18193
3830,27467
3831,24531
3831,31887
3831,29399
3832,7838
3832,25885
3832,16970
3832,17337
3832,2467
3833,18698
3833,1424
3833,6757
3833,24741
3833,1590
3833,36374
3834,31929
3834,7733
3834,16938
3835,36168
3835,10516
3836,24137
3837,4519
3837,18628
3837,26985
3837,911
3837,34490
3838,17967
3838,3875
3839,17403
3839,14429
3839,2073
3839,9853
3840,10612
3840,20827
3840,19377
3841,34624
3842,12400
3842,32736
3842,13938
3845,2323
3845,7598
3846,19105
3846,9182
3846,14089
3846,28862
3847,3255
3847,25693
3848,29825
3848,4635
3848,12065
3848,7366
3849,16730
3849,1895
3849,24727
3849,16129
3850,17804
3850,22909
3851,4626
3851,3859
3851,17972
3851,4723
3852,27334
3853,24105
3853,23648
3854,14027
3854,7795
3854,23814
3855,3297
3855,2879
3855,15916
3855,33709
3856,11732
3856,14528
3856,4561
3857,13262
3858,1131
3858,36203
3858,6875
3858,14854
3858,27490
3859,9922
3859,22986
3860,4672
3860,14249
3860,14479
3862,9533
3862,29906
3862,13781
3864,18122
3864,16336
3864,8990
3864,19347
3865,2123
3867,18308
3867,16488
3867,14737
3867,10503
3869,9177
3874,18103
3880,7350
3880,29653
3882,26035
3885,27334
3887,25408
3887,15683
3887,23137
3887,19453
3889,19002
3921,23404
3921,22706
3921,27102
4047,15036
4048,7455
4049,26288
4050,3219
4051,2776
4052,6981
4054,6252
4114,3240
4116,30375
4119,34620
4119,26099
4122,18007
4123,490
4123,7347
4136,28898
4138,30527
4138,30308
4138,25785
4165,911
4165,26985
4165,18628
4165,34490
4166,3297
4166,2879
4166,866
4168,18989
4168,18193
4168,25014
4168,27467
4169,17403
4169,8117
4169,2073
4169,9853
4170,24883
4170,18013
4170,3342
4175,10966
4175,16129
4175,3562
4175,18217
4177,23261
4177,33366
4178,3255
4178,20777
4178,27599
4180,35419
4180,8622
4183,3519
4183,27490
4185,11732
4185,14528
4185,4561
4193,20593
4195,33219
4195,4498
4195,6848
4196,27465
4196,26035
4196,9409
4198,2123
4200,7350
4200,29653
4203,9533
4203,29906
4203,12466
4212,25990
4212,5194
4213,30722
4213,29648
4213,27422
4259,23404
4259,27102
4259,22706
4259,734
4273,1230
4273,29044
4273,16271
4273,30408
4273,7468
4273,17941
4390,16884
4390,19669
4390,2701
4391,19730
4391,7485
4391,19891
4392,28740
4392,29388
4393,24203
4393,29810
4394,17232
4394,4477
4394,14226
4394,15521
4394,28885
4395,18262
4395,11626
4396,7639
4396,15521
4396,11969
4396,11179
4397,14998
4397,33589
4398,13956
4398,15189
4398,21791
4399,3780
4399,3203
4400,24370
4400,187
4400,29192
4401,16525
4401,5181
4401,15856
4401,23077
4402,12922
4402,34971
4402,22937
4402,18551
4403,23237
4403,1273
4403,14854
4404,34481
4405,838
4405,14410
4405,33540
4406,85
4406,139
4406,30831
4407,14402
4407,24204
4407,4107
4407,14854
4408,21874
4408,2246
4409,3469
4409,10146
4409,25281
4410,14602
4423,4844
4423,32957
4423,9976
4423,13165
4423,20231
