id,name
182,Arnold
183,Arnold Brunnel
184,Arnold Hicks
185,Arnonld Hardy
186,Art Allen
187,Art Franklin
188,Art Franklln
189,Art Gates
190,Art Helfant
191,Art Huhta
192,Art Krenz
193,Art Moore
194,Art Peddy
195,Art Pinajian
196,Art Saaf
197,Art Scott
198,Art Seymour
199,Art Watkins
200,Arthur Adler
201,Arthur Bartlett Maurice
202,Arthur Beeman
203,Arthur Cazeneuve
204,Arthur F. Peddy
205,Arthur Hoffman
206,Arthur Jameson
207,Arthur Lane
208,Arthur McCaffery
209,Arthur Peddy
210,Arthur Pinajian
211,Arthur Poinier
212,Arthur Wimperis
213,Artie Saaf
214,Artist B
215,Arturo Cazeneuve
216,Arturo Cazenueve
217,Assen Jordanoff
218,At Stahl
219,Audrey Blum
220,Audrey Blum Bossert
221,August Froehlich
222,August Froelich
223,August M. Froehlich
224,Augustus J. Robinson
225,Aurelio Galleppini
226,Austin Briggs
227,Autust Froelich
228,Avery Johnson
229,Aylor
230,Ayres
231,B. A. Martin
232,B. Block
233,B. Borsos
234,B. Currie
235,B. Gordon Guth
236,B. Hirsch
237,B. Holmes
238,B. Kerman
239,B. Tirago
240,B. W.
241,B. W. DePew
242,B. W. Depew
243,B. Walt Depew
244,B. Zaboly
245,Babara Hall
246,Babe Ruth
247,Bachle
248,Bancks
249,Barbara Hall
250,Barney
251,Barry
252,Barry Blane
253,Barry Brandon
254,Barry Hill
255,Barry O'Neill
256,Bart Ellis
257,Bart Tumey
258,Bart Wade
259,Basil Reynolds
260,Basil Wolverton
261,Bate
262,Bates
263,Bay
264,Bayliss
265,Bea Holmes
266,Beck
267,Beck-Costanza Studio
268,Becky Sharp
269,Beech Allen
270,Bela Zaboly
271,Ben Allen
272,Ben Ballard
273,Ben Batsford
274,Ben Carroll
275,Ben Ellis
276,Ben Flinton
277,Ben Levin
278,Ben Thompson
279,Ben Warren
280,Benard Dibble
281,Bentley Wade
282,Bently Wade
283,Benvenuto
284,Berlin Photographic Company
285,Bernard Baily
286,Bernard Baily Isgned)
287,Bernard Baily studio
288,Bernard Dibble
289,Bernard Flinton
290,Bernard Klein
291,Bernard Krigstein
292,Bernard Sachs
293,Berni Krigstein
294,Bernie Breslauer
295,Bernie Hogarth
296,Bernie Klein
297,Bernie Kriegstein
298,Bernie Krigstein
299,Bernie Wiest
300,Berris Kregman
301,Bert Bushell
302,Bert Christman
303,Bert Lexington
304,Bert London
305,Bert Lonsdale
306,Bert Mill
307,Bert Mills
308,Bert Salg
309,Bert Whitman
310,Bert Whitman Associates
311,Betty Burrows
312,Betty Hershey
313,Bill Allison
314,Bill Austin
315,Bill Baltz
316,Bill Bossert
317,Bill Boynansky
318,Bill Brady
319,Bill Carlton
320,Bill Carney
321,Bill Connor
322,Bill Conselman
323,Bill Cook
324,Bill Coselman
325,Bill Councilman
326,Bill Dowd
327,Bill Draut
328,Bill Elder
329,Bill Ely
330,Bill Erwin
331,Bill Everett
332,Bill Finger
333,Bill Gaines
334,Bill Gibson
335,Bill Holman
336,Bill Hudson
337,Bill Jay
338,Bill LaCava
339,Bill Madden
340,Bill Newcombe
341,Bill O'Connor
342,Bill Parker
343,Bill Patrick
344,Bill Perry
345,Bill Perth
346,Bill Quackenbush
347,Bill Sakren
348,Bill Savage
349,Bill Scott
350,Bill Smith
351,Bill Stern
352,Bill Tierney
353,Bill Treadwell
354,Bill Vigoda
355,Bill W. Depew
356,Bill Walsh
357,Bill Walton
358,Bill Ward
359,Bill Woggon
360,Bill Woolfolk
361,Bill Wright
362,Bill Zaboly
363,Billl Vigoda
364,Billy DeBeck
365,Billy Weston
366,Binder Shop
367,Binder Studio
368,Binder studio
369,Blaine
370,Blair Bolron
371,Blair Bolton
372,Blosser
373,Bo Brown
374,Bo. Brown
375,Bob Allen
376,Bob Baker
377,Bob Beaugrand
378,Bob Bliss
379,Bob Brinkerhoff
380,Bob Brown
381,Bob Bugg
382,Bob Butts
383,Bob Byrd
384,Bob Davis
385,Bob Dunn
386,Bob Farrell
387,Bob Farrow
388,Bob Feller
389,Bob Fujitani
390,Bob Gadbois
391,Bob Gaylord
392,Bob Grant
393,Bob Hebberd
394,Bob Hebboa
395,Bob Hermans
396,Bob Hersch
397,Bob Hirsch
398,Bob Jackson
399,Bob Jenney
400,Bob Jenny
401,Bob Kane
402,Bob Kanigher
403,Bob Karp
404,Bob King
405,Bob Kingett
406,Bob Lander
407,Bob Longhorn
408,Bob Lubbers
409,Bob McCay
410,Bob McKay
411,Bob Montana
412,Bob Moore
413,Bob Naylor
414,Bob Oknser
415,Bob Oksner
416,Bob Oskner
417,Bob Perry
418,Bob Powell
419,Bob Q. Sale
420,Bob Q. Sege
421,Bob Q. Siege
422,Bob Robison
423,Bob Rogers
424,Bob S. Robison
425,Bob Sanders
426,Bob Stanley
427,Bob Stuart
428,Bob Toomey
429,Bob Turner
430,Bob Vigoda
431,Bob Webb
432,Bob White
433,Bob Wood
434,Bob Wright
435,Bob Zupke
436,Bob Zuppke
437,Boody Rogers
438,Bowen Arroe
439,Braeburn
440,Brandon Walsh
441,Brittin Quigley
442,Brodie Mack
443,Bruce Elliot
444,Bruce Elliott
445,Brune Hogarth
446,Bruno
447,Bruno Premiani
448,Bruno Thompson
449,Buck Benson
450,Buck Jones
451,Buck Ringoe
452,Bud Davis
453,Bud Fisher
454,Bud Sagendorf
455,Bud Thomas
456,Bud Thompson
457,Buford Tune
458,Burne Hogarth
459,Burnley
460,Burris Jenkins
461,Burt Frohman
462,Burt Frohmen
463,Burt Geller
464,Burton English
465,Burton Geller
466,Buster Green
467,Byrne Hogarth
468,Byron Fairbanks
469,Byron Williams
470,C. A. Voight
471,C. A. Winter
472,C. C. Beck
473,C. C. Beck studio
474,C. D. Judith
475,C. D. Small
476,C. Flanders
477,C. Harrington La Ray
478,C. M. Steever
479,C. R. Schaare
480,C. R. Scharre
481,C. R. Schwarz
482,C. R. Seliaare
483,C. Scolari
484,C. Winter
485,C.A. Voight
486,C.C. Beck
487,C.C. Beck Shop
488,C.D. Small
489,C.H. Sykes
490,C.M. Payne
491,Cal Ranger
492,Calvin Fader
493,Capt. A. E. Carruthers
494,Capt. E. R. Anthony
495,Capt. Frank Thomas
496,Capt. Kerry McRoberts
497,Capt. Roscoe Fawcett
498,Captain Frank Thomas
499,Captain Marvel art staff
500,Captain Raymond Clark
501,Carl Abel
502,Carl Anderson
503,Carl Andersson
504,Carl Anerdon
505,Carl Barks
506,Carl Buettner
507,Carl Burgos
508,Carl C. Hodges
509,Carl Claudy
510,Carl Ed
511,Carl Formes
512,Carl G. Hodges
513,Carl H. Claudy
514,Carl Hodges
515,Carl Hubbell
516,Carl Hubell
517,Carl Pfeufer
518,Carl Pfeuffer
519,Carl Schultze
520,Carl Smith
521,Carl Sturdy
522,Carl Von Buettner
523,Carl Wessell
524,Carl Wessler
525,CarlHubbell
526,Carlo Collodi
527,Carlo Cossio
528,Carlyle Blackwell Jr.
529,Carmine Infantino
530,Carol Singer
531,Carol Van Ness
532,Carter
533,Casper Emerson
534,Cassius M. Coolidge
535,Cecelia Munson
536,Cesare Avai
537,Chad Grothkopf
538,Charles A. Quinlan
539,Charles A. Winter
540,Charles B. Driscoll
541,Charles Berry
542,Charles Biro
543,Charles Boland
544,Charles Brigham
545,Charles Bruno
546,Charles Coll
547,Charles Dickens
548,Charles Flanders
549,Charles Gounod
550,Charles Hauen
551,Charles Hedinger
552,Charles Hornig
553,Charles J. Dunn
554,Charles J. Mazoujian
555,Charles J. Strong
556,Charles Jay Taylor
557,Charles King
558,Charles M. Payne
559,Charles M. Quinlan
560,Charles M. Quinlan Jr.
561,Charles M. Quinlan Sr.
562,Charles Mazoujian
563,Charles Miller
564,Charles Nelan
565,Charles Nicholas
566,Charles Paris
567,Charles Payne
568,Charles Pearson
569,Charles Plumb
570,Charles Quinlan
571,Charles Quinlin
572,Charles Raab
573,Charles Reizenstein
574,Charles Roberts
575,Charles S. Strong
576,Charles Samuels
577,Charles Schmidt
578,Charles Stern
579,Charles Stoddard
580,Charles Strong
581,Charles Sultan
582,Charles Sultanr
583,Charles T. Brooks
584,Charles Tinsley
585,Charles Tomsey
586,Charles Verral
587,Charles Voight
588,Charles W. Winter
589,Charles Wessel
590,Charles Wessell
591,Charles Winter
592,Charles Wojtkoski
593,Charles Wotjkoski
594,Charles Zerner
595,Charles. J. Dunn
596,Charlie Plumb
597,Charlie Schmidt
598,Charlie Sultan
599,Charlie Tomsey
600,Chas M. Quinlan
601,Chas Pearson
602,Chas. M. Quinlan
603,Chase Craig
604,Chester Gould
605,Chester Martin
606,Chester Whitehorn
607,Chet Grant
608,Chet Manning
609,Chet Smith
610,Chic Jackson
611,Chic Stone
612,Chic Young
613,Chou Yu
614,Chris Flag
615,Chris Rule
616,Chris Schaare
617,Chu F. Hing
618,Chu Hing
619,Chuck A. Winter
620,Chuck Cuidera
621,Chuck Mazoujian
622,Chuck Miller
623,Chuck Munson
624,Chuck Stanley
625,Chuck Winter
626,Chuck Winters
627,Chuckl Winter
628,Claire Moe
629,Claire S. Moe
630,Clare Briggs
631,Clare Dwiggens
632,Clare Dwiggins
633,Clare Victor Dwiggins
634,Clarence Gray
635,Clarie S. Moe
636,Clark Williams
637,Clark Willliams
638,Claude Dunnagan
639,Claude Jarman Jr.
640,Claude Lapham
641,Claude Moore
642,Clayton Knight
643,Clem Cobert
644,Clem Colbert
645,Clem Gordon
646,Clem Gretter
647,Clem Harrison
648,Clem Weisbacker
649,Clem Weisbecker
650,Clemens Gretter
651,Cleve Jerome
652,Cliff Campbell
653,Cliff DuBois
654,Cliff Howe
655,Cliff Rhodes
656,Cliff Rhone
657,Cliff Young
658,Clifford McBride
659,Clint McDade
660,Clive Weed
661,Clive Yeadon
662,Clyde Beatty
663,Clyde Don
664,Clyde H. Kleinert
665,Clyde Lewis
666,Clyde Yeadon
667,Cole
668,Cole Mynnes
669,Colin Dawkins
670,Colin McLoughlin
671,Colton Waugh
672,Connie Naar
673,Connye M. Hyatt
674,Conrad Vane
675,Constance Naar
676,Cooper
677,Corinne Dillon
678,Cornell Greening
679,Courtney Dunkel
680,Craig Fox
681,Creig Flesse
682,Creig Flessel
683,Crest Wood
684,Curley Binder
685,Curley Cole
686,Currie
687,Curt Davis
688,Curt Swan
689,Cy Clone
690,Cy King
691,D'Antoni
692,D. B. Icove
693,D. Dyer
694,Dahl
695,Dale Clark
696,Dale Conroy
697,Dale Messick
698,Dalton Warren
699,Dalton Weeks
700,Dameron
701,Dan Balkin
702,Dan Barry
703,Dan Caleb
704,Dan Chadwick
705,Dan Dalton
706,Dan Dawson
707,Dan DeCarlo
708,Dan Dean
709,Dan Essem
710,Dan Fanshaw
711,Dan Gormley
712,Dan Kemp
713,Dan Noonan
714,Dan Spiegle
715,Dan Ullman
716,Dan Wallace
717,Dan Zolerowich
718,Dan Zolnerowich
719,Dana Coty
720,Dana Dutch
721,Dana Tinari
722,Daniel Dafoe
723,Daniel Kushner
724,Daniel Peters
725,Darrell McClure
726,Dashiell Hammett
727,Dave Berg
728,Dave Higgins
729,Dave Huggins
730,Dave Ruth
731,Dave Wood
732,David B. Icove
733,David Berg
734,David C. Cooke
735,David Chasman
736,David G. Cooke
737,David Gabrielsen
738,David Heames
739,David Kahn
740,David Pascal
741,David S. Muzzey
742,David Spier
743,David Taylor Marke
744,David Tree
745,David V. Reed
746,David Vern Reed
747,David Walters
748,Dean Pearson
749,Dean Shaw
750,Denis McLoughlin
751,Denis Yuknis
752,Dennis Neville
753,Dennis O'Casey
754,Dennis O'Keefe
755,Dennis Oliver
756,Dennis Yuknis
757,Denny Winters
758,Devon Taylor
759,Dibble
760,Dic
761,Dic Barr
762,Dick Ayers
763,Dick Beck
764,Dick Blair
765,Dick Briefer
766,Dick Calkins
767,Dick Fletcher
768,Dick French
769,Dick Hall
770,Dick Hayes
771,Dick Heames
772,Dick Kraus
773,Dick Lawlor
774,Dick Loederer
775,Dick Mc Kay
776,Dick McCay
777,Dick McKay
778,Dick Moores
779,Dick Pascal
780,Dick Raleigh
781,Dick Richards
782,Dick Rockwell
783,Dick Ryan
784,Dick Scopes
785,Dick Shaw
786,Dick Sprang
787,Dick Wood
788,Dirk Dedd
789,Doc Hoag
790,Doc Winner
791,Don Black
792,Don Cameron
793,Don Carter
794,Don Christensen
795,Don Clyde
796,Don De Conn
797,Don DeConn
798,Don Dean
799,Don Deen
800,Don Dickson
801,Don Dixon
802,Don Drew
803,Don Gunn
804,Don Komisarow
805,Don Lynch
806,Don Milsop
807,Don Moore
808,Don Rico
809,Don Somers
810,Don Williams
811,Donald Baine Hobart
812,Donald Bayne Hobart
813,Donald DeConn
814,Donald Grey
815,Donald Luftig
816,Donald Wandrei
817,Dorman H. Smith
818,Dorothy Davis
819,Dorothy Urfer
820,Dorothy Woolfolk
821,Doug Allan
822,Doug Allen
823,Douglas
824,Douglas Bell
825,Douglas Grant
826,Douglas Mann
827,Douglas Ryan
828,Dr. David S. Muzzey
829,Dr. Joseph H. Park
830,Drew Pearson
831,Drew Pearson and Robert S. Allen
832,Dudley Fisher
833,Dudley T. Fisher Jr.
834,Duke Carey
835,Dunkel
836,Dunkle
837,Dusty Doust
838,E. C. Stoner
839,E. E. Hibbard
840,E. F. Koscik
841,E. F. Webster
842,E. H. Gunder
843,E. H. Hart
844,E. J. Armond
845,E. J. Smalle
846,E. Lambert
847,E. McD. Moore
848,E. McD. Moore Jr.
849,E. R. Scott
850,E. Rantz
851,E. Raymond
852,E. Smith
853,E. W. DePew
854,E.A. Peters
855,E.C. Segar
856,E.C. Stoner
857,E.F. Webster
858,E.H. Hart
859,E.J. Reeves
860,E.J. Smalle
861,E.W. Webster
862,Eando Binder
863,Earl Da Voren
864,Earl Duvall
865,Earl Lonsbury
866,Ebbins
867,Eben Azuni
868,Ed Adams
869,Ed Ashe
870,Ed Ashe Jr.
871,Ed Beckwith
872,Ed Blaney
873,Ed Bresnick
874,Ed Camy
875,Ed Carlisle
876,Ed Conin
877,Ed Cronin
878,Ed Dobrotka
879,Ed Dodd
880,Ed Ellis
881,Ed Forre
882,Ed France Herron
883,Ed Furness
884,Ed Goggin
885,Ed Good
886,Ed Groggin
887,Ed Gruskin
888,Ed Hamilton
889,Ed Herron
890,Ed Kressey
891,Ed Kressy
892,Ed Kuekes
893,Ed Laughlin
894,Ed Leffingwell
895,Ed Leopold
896,Ed Lipowski
897,Ed Maline
898,Ed McGee
899,Ed Moline
900,Ed Molire
901,Ed Moore
902,Ed Moore Jr
903,Ed Moore Jr.
904,Ed Moritz
905,Ed Mortiz
906,Ed Murphy
907,Ed Norton
908,Ed Page
909,Ed Reed
910,Ed Robbins
911,Ed Robins
912,Ed Ryan
913,Ed Schwartz
914,Ed Selby
915,Ed Small
916,Ed Smalle
917,Ed Smalle Jr.
918,Ed Tarr
919,Ed Velarde
920,Ed Volke
921,Ed Waldman
922,Ed Wexler
923,Ed Wheelan
924,Ed Wheeler
925,Ed White
926,Ed Winiarksi
927,Ed Winiarski
928,Ed Wood
929,Ed. Furness
930,Edd Asch
931,Edd Ashe
932,Edd Ashe Jr.
933,Edd Cartier
934,Eddie Bell
935,Eddie Brecnick
936,Eddie Duane
937,Eddie Rickenbacker
938,Eddie Robbins
939,Eddie Sullivan
940,Eddy Herron
941,Edgar Allan Poe
942,Edgar Everett Martin
943,Edgar Martin
944,Edgar P. Jacobs
945,Edgar Rice Burroughs
946,Edgar Weston
947,Edgar Wilton
948,Edith Wieselthier
949,Edmond Good
950,Edmond Hamilton
951,Edmund Good
952,Edna Mayne Hull
953,Edoardo Attanasio
954,Edvard Moritz
955,Edward Brodie Mack
956,Edward Brodie-Mack
957,Edward Cronin
958,Edward Lambert
959,Edward MIles
960,Edward Ryan
961,Edward Watkins
962,Edward Young
963,Edwin Alger
964,Edwin Balmer
965,Edwin Laughlin
966,Edwin Loughlin
967,Edwin Smalle
968,Edwin Smalle Jr.
969,Edwin Wald
970,Edwina Dumm
971,Edwina Dunn
972,Eisner & Iger Shop
973,Eisner/Iger Shop
974,Eleanor Packer
975,Elgar Weston
976,Ellis Chambers
977,Ellis Edwards
978,Elmer Wexler
979,Elmer Woggon
980,Elton Fax
981,Elzie Segar
982,Emanuel Demby
983,Emerson Hall
984,Emery Gondor
985,Emil Gershwin
986,Emile C. Schurmacher
987,Emile C. Schurnmacher
988,Emile Schurmacher
989,Emma C. McKean
990,Emma McKean
991,Emmanuel Demby
992,Emory Blake
993,Enid Kierman
994,Enrico Bagnoli
995,Eric Carter
996,Eric Drake
997,Eric Sevareid
998,Ernest Schroeder
999,Ernie Bache
1000,Ernie Bushmiller
1001,Ernie Hart
1002,Ernie King
1003,Ernie Schroeder
1004,Erwin
1005,Erwin Hess
1006,Erwin L. Hess
1007,Eugene Cunningham
1008,Eugene J. Koscik
1009,Eugene Koscik
1010,Eugene L Pollock
1011,Eugene L. Pollack
1012,Eugene L. Pollock
1013,Eva Knox Evan
1014,Evelyn Cossin
1015,Evelyn Gaines
1016,Evelyn Goodman
1017,Everett E Hibbard
1018,Everett E. Hibbard
1019,Everett E.Hibbard
1020,Everett Hibbard
1021,Everett Kinstler
1022,Everett Raymond Kinstler
1023,Everett Raymond Kintsler
1024,Ezra Jackson
1025,F. A. Torpey
1026,F. Campbell Jr.
1027,F. O.
1028,F. O. Alexander
1029,F. Opper
1030,F. Schwarz
1031,F. V. Martinek
1032,F. Y. Cory
1033,F.O. Alexander
1034,F.S. Saunders
1035,Faith Moorland
1036,Falcon Mathieu
1037,Fallon
1038,Fanny Y. Cory
1039,Fay
1040,Fay R.
1041,Federico Pedrocchi
1042,Feg Murray
1043,Felix Salten
1044,Ferd Johnson
1045,Ferdinand Horvath
1046,Field
1047,Filchock
1048,Fitzpatrick
1049,Fletcher
1050,Fletcher Hanks
1051,Flynn K. Livingston
1052,Flynn Livingston
1053,Fontaine Fox
1054,Four Roth Bros.
1055,Four Roth Brothers
1056,Fran Deitrick
1057,Fran Dietrick
1058,Fran Hopper
1059,Fran Matera
1060,Fran Striker
1061,France Herron
1062,Frances Edwina Dumm
1063,Frances Hope
1064,Francis Campbell
1065,Franco Donatelli
1066,Francois Leland
1067,Frank Bartlett
1068,Frank Beck
1069,Frank Belknap Long
1070,Frank Bolle
1071,Frank Borth
1072,Frank Buck
1073,Frank Coleton
1074,Frank Cooper
1075,Frank Doyle
1076,Frank Fermonetti
1077,Frank Filchock
1078,Frank Frazetta
1079,Frank Frollo
1080,Frank FrolloR.L. Golden
1081,Frank Garrison
1082,Frank Giacoia
1083,Frank Godwin
1084,Frank Gruber
1085,Frank Hamel
1086,Frank Harry
1087,Frank Jackson
1088,Frank Johnson
1089,Frank King
1090,Frank Little
1091,Frank Marshall
1092,Frank Martinek
1093,Frank Miller
1094,Frank Pagan
1095,Frank Paul
1096,Frank Pretsch
1097,Frank R. Paul
1098,Frank Reilly
1099,Frank Rentfrow
1100,Frank Robbins
1101,Frank Schwartz
1102,Frank Schwarz
1103,Frank Schwarz: Sam Cooper
1104,Frank Stevens
1105,Frank Thomas
1106,Frank Tinsley
1107,Frank V. Martinek
1108,Frank Volp
1109,Frank Wead
1110,Frank Willard
1111,Freulich
1112,Fritz Wilkinson
1113,Fritz Williamson
1114,Frueh
1115,Funnies Inc.
1116,G. A. F.
1117,G. B.
1118,G. B. Armbruster
1119,G. Ellerbrock
1120,G. Ellerbrook
1121,G. H. Appel
1122,G. Hausmann
1123,G. Marcoux
1124,G. O. MacConachie
1125,G. P.
1126,G. Roberty
1127,G.W. Bonte
1128,GA writer 1
1129,GAR
1130,GR
1131,Gaar Williams
1132,Galep
1133,Gardener F. Fox
1134,Gardner F Fox
1135,Gardner F. Fox
1136,Gardner F. Fox panel)
1137,Gardner F.Fox
1138,Gardner Fox
1139,Garner F. Fox
1140,Garrett Price
1141,Garry Bartlett
1142,Gary Brown
1143,Gary Cooper
1144,Gaylord Du Bois
1145,Gaylord DuBois
1146,Gaylord Dubois
1147,Gene Ahern
1148,Gene Aherne
1149,Gene Byrnes
1150,Gene Colan
1151,Gene Fawcett
1152,Gene Fawcette
1153,Gene Fawcette: Witmer Williams
1154,Gene Kelly
1155,Gene MacDonald
1156,Gene McDonald
1157,Gene Rider
1158,Gene Roberts
1159,Gene Rowls
1160,Geo. McManus
1161,Geoff Newman
1162,Geoge A. Marko
1163,Georga Appel
1164,George
1165,George A. Beaty
1166,George A. Fish
1167,George A. Marko
1168,George Appel
1169,George Baker
1170,George Brandon
1171,George Brenner
1172,George Brousek
1173,George Carl WIlhelms
1174,George Carl Wilhelms
1175,George Clark
1176,George E .Brenner
1177,George E. Brenner
1178,George E. Magee
1179,George Evans
1180,George Filchock
1181,George Greg
1182,George Gregg
1183,George H Appel
1184,George H. Appel
1185,George Hamilton
1186,George Harrison
1187,George Hubbell
1188,George J. Hecht
1189,George Kale
1190,George Kapitan
1191,George Kashdan
1192,George Kean
1193,George Kerr
1194,George Klein
1195,George Lichtenstein
1196,George Little
1197,George Loomis
1198,George Mandel
1199,George Mandell
1200,George Marcoux
1201,George Marcoux Jr.
1202,George Marko
1203,George Markos
1204,George McManus
1205,George Mercoux
1206,George Merkle
1207,George Nagle
1208,George Newman
1209,George Papp
1210,George Phillips
1211,George Pitkin
1212,George Rider
1213,George Roussos
1214,George S. Hurst Jr.
1215,George Scarbo
1216,George Shute
1217,George Storm
1218,George Sultan
1219,George Tukel
1220,George Tukell
1221,George Tuska
1222,George W. Peck
1223,George Waiss
1224,George Ward
1225,George Wellington
1226,George Wilson
1227,George. H. Appel
1228,Georges Remi
1229,Georges Rémi
1230,Gerald Alman
1231,Gerald Altman
1232,Gerald Devers
1233,Gerald Geraghty
1234,Gerald Kean
1235,Gerge Appel
1236,Geroge Appel
1237,Geroge Marcoux
1238,Geroge Marcoux (Illustration
1239,Gerry Thorp
1240,Gerry Thorpe
1241,Gerry de la Ree
1242,Gian Luigi Bonelli
1243,Gil Fox
1244,Gil Kane
1245,Gil Turner
1246,Gilbert James
1247,Gill Fox
1248,Gilman
1249,Ginger
1250,Gino Cossio
1251,Giovanni Benvenuti
1252,Gladys Parker
1253,Glenn Johnston
1254,Gloria Kamen
1255,Gordon A.J. Peterson
1256,Gordon Fisher
1257,Gordon Guth
1258,Gordon Hall
1259,Gordon Rogers
1260,Gordon Watt
1261,Gradley Burke
1262,Graham Ingels
1263,Graham Place
1264,Grant Bosworth
1265,Grant Evers
1266,Grant Ferguson
1267,Grant Wood
1268,Gray Browne
1269,Greg Altman
1270,Greg Chapian
1271,Greg Duncan
1272,Gregg Altman
1273,Gregory Platt
1274,Gregory Torey
1275,Greig Chapian
1276,Grieg Chapian
1277,Grieg Chapman
1278,Griffith
1279,Griffiths
1280,Guido Da Passano
1281,Gus Edson
1282,Gus Hetman
1283,Gus Jud
1284,Gus Mager
1285,Gus Ricca
1286,Gus Schrotter
1287,Gustaf Schrotter
1288,Gustav Schrotter
1289,Gustave Berlowitz
1290,Gustave Doré
1291,Guy Blythe
1292,Guy Monroe
1293,Guy Murchie Jr.
1294,Gwen Hansen
1295,H. C. Browner
1296,H. C. Jones
1297,H. C. Kiefer
1298,H. Cardwell
1299,H. Chambers
1300,H. David
1301,H. G. Kiefer
1302,H. G. Peter
1303,H. J. Tuthill
1304,H. J. Tutwell
1305,H. K. Fuller
1306,H. K. Wyrauch
1307,H. L. Larsen
1308,H. Larsen
1309,H. M.
1310,H. Muheim
1311,H. Mulheim
1312,H. R. Karp
1313,H. R. McBride
1314,H. Ramsey
1315,H. Rider Haggard
1316,H. T. Smart
1317,H. T. Sperry
1318,H. Weston Taylor
1319,H.C. Browner
1320,H.C. Kiefer
1321,H.C. Kieffer
1322,H.E. Homan
1323,H.G. Peter
1324,H.H. Knerr
1325,H.L Greening
1326,H.L. Greening
1327,H.L. Hastings
1328,H.L. Larsen
1329,H.L. Parkhurst
1330,H.T. Sperry
1331,H.T. Webster
1332,HC
1333,HP
1334,Haenigsen
1335,Hal Arbo
1336,Hal Bitner
1337,Hal Bittner
1338,Hal Cochran
1339,Hal Forrest
1340,Hal Foster
1341,Hal George
1342,Hal Lockwood
